ArticleId,Text,Category
687,musical treatment for capra film the classic film it s a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera.  frank capra s 1946 movie starring james stewart  is being turned into a £7m musical by producer jon thoday. he is working with steve brown  who wrote the award-winning musical spend spend spend. a spokeswoman said the plans were in the  very early stages   with no cast  opening date or theatre announced.  a series of workshops have been held in london  and on wednesday a cast of singers unveiled the musical to a select group of potential investors. mr thoday said the idea of turning the film into a musical had been an ambition of his for almost 20 years. it s a wonderful life was based on a short story  the greatest gift  by philip van doren stern. mr thoday managed to buy the rights to the story from van doren stern s family in 1999  following mr brown s success with spend spend spend. he later secured the film rights from paramount  enabling them to use the title it s a wonderful life.,entertainment
1522,obituary: dame alicia markova dame alicia markova  who has died in bath aged 94  was the uk s first prima ballerina of the modern age  and  in her heyday  the greatest in the western world.  she was born lilian alicia marks in london in 1910. her parents were comfortably off - her father  a mining engineer  drove a rolls royce. when she was eight  her mother took a decision which changed her life. fearing that she had flat feet and weak legs  she arranged for her to have ballet lessons. very quickly it became apparent that she was something special. she was spotted by the russian artistic impresario  sergei diaghilev  who wanted her to dance for his company  ballets russes. she became ill with diphtheria but kept in touch  and  eventually  with a governess in tow  joined diaghilev in monte carlo when she was 14.  from here  she toured europe  playing in all the top venues. it was diaghilev who changed her name without even consulting her. her life was one of great excitement. people such as matisse and stravinsky became like uncles to her  the latter put in charge of her musical education. soon after diaghilev s death in 1929  alicia markova returned to england and became britain s first international ballerina. she helped launch the ballet club at the mercury theatre (later the ballet rambert)  the vic wells ballet  and then  with anton dolin  the markova-dolin ballet of 1935-37. she also began working with young choreographers such as anthony tudor and frederick ashton who became huge influences on the direction of ballet in the west.  her version of giselle  all lightness and grace  is still considered to be among the finest ever. she was also outstanding in the dying swan. she was one of the first british ballerinas to take a major part in les sylphides. she  above all  helped popularise ballet both in britain and in america.  alicia markova spent world war ii in the united states where  in a re-formed ballets russes  she played to huge audiences. she even appeared in hollywood movies. in 1950  back in england  she and anton dolin jointly established the festival ballet. she retired in 1963  an  instant decision  she said   largely because of a leg injury . created a dame  she made a new career for herself as a teacher. she also travelled the world directing ballet companies and putting on shows. she became director of ballet for the metropolitan opera ballet in new york  and for some years was full-time professor of ballet and performing arts in the university of cincinnati. a critic once said of dame alicia markova s dancing:  she gave the illusion of moving as if she had no weight to get off the ground.,entertainment
455,tv station refuses adoption show a tv station in the us has refused to show a controversial new series where adopted children try and pick their birth father - and win a cash prize.  the wraz-tv fox affiliate in north carolina was the only one of 182 stations to refuse monday s show. who s your daddy promises $100 000 (£52 000) to the contestant if she correctly identifies her father. it was met with protests by the national council for adoption  which said it  exploits  sensitive emotions.  it exploits the sensitive emotions of adoption   said thomas atwood  president of the national council for adoption.  it trivialises them. adoption is a very personal  meaningful experience and it should not be commercialised like this.  on the pre-taped programme  the contestant is presented with eight men who may or may not be her natural father.  if she picks the correct man from the line-up  the contestant wins the jackpot prize of us$100 000 (£52 590). however  if she picks the wrong man  then the impostor takes the money. fox producers defended the show  saying it was a  positive experience . they have made six specials  though only one episode has so far been broadcast.   the special was thoroughly vetted by our standards and practices department to ensure that it was appropriate for broadcast   said a fox spokesman.  however  any network affiliate that feels the programming may be inappropriate for their individual market has the right to pre-empt the schedule.  wraz-tv instead chose to air an independently-produced film  i have roots and branches... personal reflections on adoption  a documentary about families with adopted children.  we just don t think adoption is a game show   said tommy schenck  wraz-tv s general manager  though he said his decision had not been influenced by public protests.,entertainment
1418,blair buys copies of new band aid prime minister tony blair purchased two copies of the charity single band aid 20 in edinburgh on friday.  staff were surprised when the prime minister walked into hmv at 0900 gmt  accompanied by aides and local police.  when mr blair came in unannounced  we were all pretty gobsmacked   said hmv manager clive smith.  our customer helper approached him... it was only then we realised he wanted to buy copies of the band aid single  rather than the latest eminem album.  predicted chart-topper do they know it s christmas  is expected to sell at least 300 000 copies by the time the new chart is announced on sunday. however  the new version of the 1984 single is not going to be released in the us  despite being sold in many countries around the world. us record shops are stocking an import version of do they know it s christmas  which is said to be selling very well in los angeles and new york. the original track was released in the us  and reached number 13 in the singles chart. british stars who appear on the current recording  such as dido and coldplay s chris martin  are well-known to music fans across the atlantic  along with u2 frontman bono.  record company universal is responsible for the global distribution of the single  which will be available across europe  asia  south america and canada. but music fans in the us are still able to access the song and download it on band aid 20 s official website. in 1985  a group of high-profile american stars known as usa for africa came together to record their own fund-raising single  we are the world. the song was written by lionel richie and michael jackson  with quincy jones as producer. it topped the us charts for three weeks and went on win grammy awards for best record and song.  dionne warwick  diana ross and tina turner were among the line-up of performers. it is predicted that the band aid 20 song will sell 300 000 copies in the uk by the time the new chart is announced on sunday. the record is also tipped to become this year s christmas number one  as the original version did in 1984. proceeds from the sales are going towards relief for the darfur region of sudan and to combat hiv and aids across africa.,entertainment
476,prince crowned  top music earner  prince earned more than any other pop star in 2004  beating artists such madonna and elton john in us magazine rolling stone s annual list.  the singer banked $56.5m (£30.4m) from concerts  album and publishing sales with his musicology tour and album. he kept madonna in second place  as she earned $54.9m (£29.5m) while embarking on her global re-invention tour. veterans simon and garfunkel were in 10th place  their comeback tour helping them earn $24.9m (£13.4m) last year.   prince returned to centre stage after a decade in the commercial wilderness   the magazine reported. the singer s 2004 tour took $90.3m (£48.5m) in ticket sales and he sold 1.9 million copies of his latest album musicology.  although she grossed more than prince last year  madonna remained in second place because of the  monumental  production costs of her tour. heavy metal band metallica s madly in anger with the world tour helped push their 2004 earnings up to $43.1m (£23.1m). they were ahead of sir elton john  who took fourth place and almost $42.7m (£23m) from performances including a debut on the las vegas strip. other seasoned performers in the list included rod stewart  whose sold-out shows and third volume of the great american songbook covers album helped net him £35m (£19m). the highest-ranking rap act in the list was 50 cent  who at number 19 took $24m (£13m) to the bank.,entertainment
1804,super size me wins writers  award super size me director morgan spurlock has won the writers guild of america s award for documentary feature writing.  the oscar-nominated film followed spurlock as he ate only mcdonald s fast food for an entire month. spurlock was given the award at a special ceremony at the roosevelt hotel in hollywood on tuesday. organisers said the rising popularity of documentary films led them to honour a writer for a documentary screenplay for the first time.  producer brian grazer presented the award to spurlock and the film s backers  roadside attractions  samuel goldwyn films and showtime independent films. spurlock set out to discover the effect of living on nothing but mcdonald s for a month  upgrading to supersize portions when offered. the film followed his 25lb weight gain and the health effects on his body  including his liver and cholesterol levels. mcdonald s announced it was to scrap its  supersized  meals last year  but denied the move was as a result of the negative publicity created by spurlock s film. spurlock was given his award on the same day the european court of human rights ruled that two uk activists should have been given legal aid in their long fight against a mcdonald s libel action. helen steel and david morris  from north london  dubbed the  mclibel two   were found guilty in a 1990s trial of libelling the company in a leaflet they had been handing out at the end of the case the high court in london ruled mcdonald s had been libelled and awarded the company £60 000 in damages  later reduced to £40 000 on appeal. but he found the leaflet was true in some aspects.,entertainment
1321,deal to ban  homophobic  reggae the reggae industry is to refuse to release or stage concerts featuring homophobic songs under a global deal struck with gay rights groups.  a damaging campaign against stars such as beenie man and sizzla has been waged over lyrics that allegedly call for gay people to be killed or assaulted. the campaign  which led to gigs being scrapped and a uk police investigation  will now be dropped under the truce. brett lock of gay group outrage! said they were  wiping the slate clean . the protests had been led by the stop murder music coalition  an umbrella group including outrage!  the black gay men s advisory group and jamaican movement j-flag.  that coalition has reached a verbal agreement with major dancehall reggae record labels and concert promoters covering eight of the scene s biggest stars. but the artists themselves were not involved in the negotiations and have not directly signed up. instead  the record companies have pledged not to release or re-release any offensive songs - many of which date back a number of years. and it is believed promoters will make stars agree not to perform such tunes on stage.  the reggae industry will work with the artists while still maintaining their freedom of speech and artistic freedom   according to media and pr strategist glen yearwood  who is representing the reggae industry.  the industry would halt any attempt by an artist to perform or release a song inciting violence against any group or gender  he said.  we ll advise them this is not the way forward in a civilised society.  the stop murder music campaign saw protesters picket gigs  resulted in sizzla s uk tour being cancelled in november  forced mobo award organisers to drop artists from nominations and saw beenie man dropped from an mtv show in august. police have also been investigating whether lyrics incite the assault and murder of gay people. the campaign was a blow to the reggae industry  mr yearwood admitted.  if you can t have major stars touring  then you don t sell many albums   he said.  but the artists - beenie man  sizzla  elephant man  buju banton  bounty killer  tok  capleton and vybz kartel - will not have to apologise for past songs or comments. outrage! s mr lock said:  the main players in the dancehall reggae industry will attempt to regulate the industry themselves to ensure that there aren t any violently homophobic or gay-bashing lyrics in the future.  as a gesture of good faith  the stop murder music coalition has agreed to suspend our aggressive campaigning against murder music.  so we shall not be picketing concerts or calling for prosecutions to give the industry the space to regulate and reform itself.  record companies vp and greensleeves  distributor jet star and concert promoters including jammins and apollo entertainment are all on board.,entertainment
684,celebrities get to stay in jungle all four contestants still remain in i m a celebrity ... get me out of here as no evictions were made on the television show on saturday.  contestants paul burrell  joe pasquale  janet street-porter and fran cosgrave were told by hosts ant and dec. natalie appleton s decision to quit the show last monday had given them all a stay of execution  the group were told. model sophie anderton was the last person to be voted off the itv1 show  set in the australian jungle. the four remaining stars will do a joint bushtucker trial on sunday.  former all saints singer natalie appleton 31  walked out of the show after learning she would face a fifth so-called bushtucker trial. the celebrities are chosen by the viewers to pass trials in order to win food for the rest of the camp. appleton had endured a torrid time during the programme  including a well-publicised row with sophie anderton. and on 26 november singer brian harvey quit as a contestant after he had a blazing row with janet street-porter.,entertainment
226,fox  too reliant on reality tv  the head of us tv network fox has admitted the broadcaster had relied too heavily on reality tv shows such as the poor-rating who s your daddy.  chief executive gail berman said  in the case of this fall we drifted to too much on the unscripted side . the series who s your daddy  where a young woman tries to pick her natural father for a cash prize caused outrage from adoption groups and rated badly. last season  fox s prime-time audience fell by 600 000 to 5.9 million. ms berman said:  i think the audience expects loud things from fox. sometimes they work  and sometimes they don t.   who s your daddy  the first episode of which was shown on 3 january  pulled in a disappointing audience of 6.3 million  according to the nielsen ratings system. five other episodes of the show had also been filmed will be dropped from fox s schedules  ms berman said. she was predicting a drop in ratings even for some of the network s established reality shows  such as american idol  which is due to start its fourth series this week. fox had unveiled a new strategy last year promising to launch new shows every season  including the traditionally quiet summer season. though that had met with a poor reception  ms berman said  there s no question that the audience  in our mind  is ready  willing and able to accept new programming in the summer . fox has changed this plan  launching new shows in may instead of june. one of the new shows will be the animated series american dad  made by seth macfarlane  the creator of family guy. that series  after becoming a hit on dvd  is also set to return with new episodes.,entertainment
634,gallery unveils interactive tree a christmas tree that can receive text messages has been unveiled at london s tate britain art gallery.  the spruce has an antenna which can receive bluetooth texts sent by visitors to the tate. the messages will be  unwrapped  by sculptor richard wentworth  who is responsible for decorating the tree with broken plates and light bulbs. it is the 17th year that the gallery has invited an artist to dress their christmas tree. artists who have decorated the tate tree in previous years include tracey emin in 2002.  the plain green norway spruce is displayed in the gallery s foyer. its light bulb adornments are dimmed  ordinary domestic ones joined together with string. the plates decorating the branches will be auctioned off for the children s charity artworks. wentworth worked as an assistant to sculptor henry moore in the late 1960s. his reputation as a sculptor grew in the 1980s  while he has been one of the most influential teachers during the last two decades. wentworth is also known for his photography of mundane  everyday subjects such as a cigarette packet jammed under the wonky leg of a table.,entertainment
1945,hard act to follow for outkast us rap duo outkast s trio of trophies at the mtv europe awards crowns a year of huge success for the band.  the latest triumph adds to the three grammys and four american mtv gongs won earlier in this year. andre 3000 and big boi s album speakerboxxx/the love below has been critically acclaimed since its release and sold in large quantities around the world. the double album - which saw the pair produce one disc each - topped the charts in the us at the same time as single hey ya! it took another track from the exponents of southern hip-hop - the way you move - to displace it from the top spot. the georgia pair s year of critical and commercial triumph leaves them with a tough act to follow - what can be next for a musical act that has done it all   g money  a presenter on the bbc s urban music station 1xtra  thinks a hiatus is inevitable after such a sustained period of exposure - giving the band time to think about other interests.  they might be more appearances outside the band  such as producing for other artists  while they have a number of fringe music projects.  andre 3000 would like to go into acting  so we might see him a film  while big boi already has a dog-breeding business   says the dj.   but in a couple of years they will be back with another album which will be a collaboration unlike their double cd.  their greatness has become clear with speakerboxxx/the love below. we haven t seen the last of them   he adds. outkast s musical career spans 10 years and they have enjoyed commercial and critical success in the past  with their debut southernplayalisticadillacmuzik going platinum. but it took until 2001 for the pair to score their first hit in the uk with ms jackson  while their album stakonia saw their fame spread beyond the us.  1xtra s g money says it took the latest album  released in 2003  for him to be  assured of their genius .  they have always been experimental  some of it has worked and some hasn t   he adds. but g money acknowledges that making the next move for a band that has reached a pinnacle can be tough.  what can you do next when you ve done it all   he says. with ten years of success behind them and worldwide fame  it seems that outkast is not a name that is likely to be forgotten in a hurry.,entertainment
197,versace art portfolio up for sale the art collection of murdered fashion designer gianni versace could fetch up to £9m ($17m) when it is auctioned in new york and london later this year.  among the pictures for sale are works by roy lichtenstein  andy warhol and henri matisse. the collection was housed at versace s six-storey new york townhouse. the 51-year-old designer was shot outside his florida home in 1997 by suspected serial killer andrew cunanan  who later killed himself. the auction  at sotheby s  will feature 45 contemporary  impressionist and 19th century paintings. one of the highlights of the sale is roy lichtenstein s blue nude which has been given an estimate of £1.8m ($3.4m).  tobias meyer  sotheby s worldwide head of contemporary art  said:  this collection reflects mr versace s wide-ranging taste and impeccable eye  and many of the works were commissioned directly from the artists.  outstanding later examples from champions of the pop movement  such as roy lichtenstein  are juxtaposed with masterpieces from the most visible artists of the 1980 s  including jean-michel basquiat and the collaborative genius of basquiat and warhol  as well as francesco clemente.  much of the collection will be offered for sale at three auctions in new york in june  with smaller contemporary paintings going under the hammer in london on 22 and 23 june. a sale of versace s furniture and artworks sold in 2001fetched £5.5m ($10.3m).,entertainment
690,vera drake scoops film award oscar hopefuls mike leigh and imelda staunton were both winners at the 2004 evening standard british film awards.  vera drake - leigh s 1950s drama about a backstreet abortionist - was named best film and staunton  who played the title role  was named best actress. other winners included paddy considine  who was crowned best actor for his role in dead man s shoes. bridget jones: the edge of reason was named evening standard readers  film of 2004 at the central london ceremony.  leigh was presented with his winner s statuette by timothy spall and staunton s award was announced by patrick stewart  during the glittering ceremony at the savoy on sunday night. evening standard film critic derek malcolm said:  he [leigh] has never made a film that is better controlled and technically more secure... if this isn t one of the films of the year  i don t know what is.  the alexander walker special award - which honours those who have made a supreme contribution to british film - went to tim bevan and eric fellner  the co-chairmen of working title films. the production company is behind films such as my beautiful laundrette  billy elliot  about a boy  shaun of the dead and bridget jones: the edge of reason.  simon pegg  who stars in and co-wrote shaun of the dead  won the 2004 peter sellers award for comedy. other winners included emily blunt and nathalie press who were jointly named itv london most promising newcomer award for their performances in pawel pawlikowski s rites-of-passage story  my summer of love. pawlikowski won the best screenplay statuette  while roger deakins won the technical achievement award for his cinematography on the village and the ladykillers. guests at the ceremony included dame judi dench  kim cattrall  charles dance  bill nighy and colin firth. the awards  which were hosted by jack dee  are to be screened on itv london on tuesday at 2300 gmt.,entertainment
1411,help for indies in download sales a campaign has been launched to help independent labels get their music online and benefit from the growing trend for downloading music.  the british phonographic industry has identified a lack of independent music available for download.  we want to ensure that independent repertoire is as successful in the download world as it is in the physical world   said bpi chief peter jamieson. downloaded singles have now overtaken physical singles in the uk. mr jamieson said his organisation was lobbying music service providers  which include itunes and napster  to urge them to promote independent releases. download sales are due to be incorporated into the uk singles chart later this year.  with downloads shortly to be eligible for the singles chart  this is a key commercial issue on which the bpi committed to assisting its members   added mr jamieson. as part of the campaign the bpi is running a series of seminars entitled getting your music online  focusing on how independent labels can embrace digital music. the us has already begun incorporating download sales in the billboard s hot 100 chart.,entertainment
1184,arthur hailey: king of the bestsellers novelist arthur hailey  who has died at the age of 84  was known for his bestselling page-turners exploring the inner workings of various industries  from the hotels to high finance.  born in luton  bedfordshire  on 5 april 1920  hailey was the only child of working class parents  they could not afford to keep him in school beyond the age of 14. he served as a pilot with the royal air force during world war ii  flying fighter planes to the middle east. it was an occupation that was later to feature in his authorial debut  the television screenplay flight into danger. hailey emigrated to canada in 1947  where he eventually became a citizen. he wanted to be a writer from an early age  but did not take it up professionally until his mid-thirties  when he was inspired to write his first screenplay while on a return flight to toronto.   i fell to daydreaming. i visualised the pilots at the controls and wondered what would happen if they both got sick. could i fly the airplane  i was a rusty wartime pilot who hadn t flown for nine years...   hailey later recalled. the canadian broadcasting corporation bought flight into danger for $600 (£318) and it was shown on tv in april 1956. it was later memorably spoofed in the 1980 comedy airplane!  starring leslie nielsen. hailey worked as a screenwriter for a couple of years  before turning to novels. he went on to produce 11 best-selling books  which were published into 38 languages in 40 countries. flight into danger was adapted to become hailey s first novel  runaway zero-eight in 1958. the final diagnosis and in high places followed  both achieving a popular following. but it was not until hotel  in 1965  that hollywood came calling. the hit novel took four years to write  and stayed on national best-seller lists for a full year. it was turned into a movie in 1967 and later adapted into a glossy soap in the 1980s  starring james brolin. airport (1968) arguably remains hailey s best-loved work and prompted the disaster movie genre. the thriller follows events in the sky  and on the ground at a snow-logged airport  when a terrorist boards an airplane with a bomb.  the book was adapted into a hit film in 1970  starring burt lancaster as the harassed aiport manager and dean martin as a womanising pilot  alongside jean seberg and jacqueline bisset. in a testament to the popularity of the fledgling disaster genre - three sequels followed. the writer was known for his painstaking research into the professions around which each novel was centred  drawing his characters  from real life  and taking up to three years to produce each book.  i have never been able to write quickly or easily. i am too self-critical for that. i am never satisfied   he once said. in 1969  he moved to nassau in the bahamas  with his wife sheila. wheels (1971)  the moneychangers (1975) and overload (1979) followed. despite a lukewarm response from critics  and few literary accolades  hailey was at the height of his fame in the seventies and continued to attract the attention of hollywood producers. strong medicine  hailey s blockbuster focusing on the pharmaceutical industry  was turned into a film in 1986  starring sam neill  douglas fairbanks jr and a panoply of former soap stars. the 1997 novel detective proved to be hailey s final book  when at the age of 77 he decided to retire. hailey s health began to deteriorate in recent years  twice undergoing heart surgery. he suffered a stroke just two months ago. he died in his sleep on wednesday  after dinner with his wife and two of his six children at his home in new providence island.  he had a wonderful life. his greatest ambition was to see his name on a book and he certainly achieved that   said his wife  sheila.,entertainment
853,prince crowned  top music earner  prince earned more than any other pop star in 2004  beating artists such madonna and elton john in us magazine rolling stone s annual list.  the singer banked $56.5m (£30.4m) from concerts  album and publishing sales with his musicology tour and album. he kept madonna in second place  as she earned $54.9m (£29.5m) while embarking on her global re-invention tour. veterans simon and garfunkel were in 10th place  their comeback tour helping them earn $24.9m (£13.4m) last year.   prince returned to centre stage after a decade in the commercial wilderness   the magazine reported. the singer s 2004 tour took $90.3m (£48.5m) in ticket sales and he sold 1.9 million copies of his latest album musicology.  although she grossed more than prince last year  madonna remained in second place because of the  monumental  production costs of her tour. heavy metal band metallica s madly in anger with the world tour helped push their 2004 earnings up to $43.1m (£23.1m). they were ahead of sir elton john  who took fourth place and almost $42.7m (£23m) from performances including a debut on the las vegas strip. other seasoned performers in the list included rod stewart  whose sold-out shows and third volume of the great american songbook covers album helped net him £35m (£19m). the highest-ranking rap act in the list was 50 cent  who at number 19 took $24m (£13m) to the bank.,entertainment
1919,uk tv channel rapped for csi ad tv channel five has been criticised for sending  offensive  and  threatening  advertising material to viewers for a new show about murder scene scientists.  five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer. following complaints  the advertising standards authority contacted five to cease promotion of crime show csi:ny. five admitted it had sent out 55 000 promotion packs but had now stopped. the promotion material was sent in brown envelope of the type used by investigators in the series  a spin-off from the highly successful csi: crime scene investigation series  which also runs on five. the pack also features pictures of forensic evidence from a crime scene and a wanted poster  which did have a csi:ny logo printed in large at the bottom.  five said it had received 100 complaints but that it had been surprised at the reaction because it was  obvious this material is promoting a drama . a five spokesman said:  in light of the efforts we have made to make the nature of the contents so transparent we are surprised a very small minority of recipients have mistaken it as anything else.  everyone who was sent this promotion has expressed an interest in receiving details about this particular genre of programming on various websites.  we have also received emails and calls from recipients praising the originality and imagination of the campaign.,entertainment
1596,no charges against tv s cosby us comedian bill cosby will not face charges stemming from an allegation of sexual misconduct.  authorities in philadelphia said they found insufficient evidence to support the woman s allegations regarding an alleged incident in january 2004. the woman reported the allegations to canadian authorities last month. cosby s lawyer  walter m phillips jr  said the comedian was pleased with the decision.  he looks forward to moving on with his life   he said. district attorney bruce l castor jr  who was in charge of the case  said that detectives could find no instance  where anyone complained to law enforcement of conduct which would constitute a criminal offence.  he also said that the fact the woman waited a year before coming forward  and she had had further contact with cosby during that time  were also factors in his decision. the unidentified woman s lawyer  dolores m troiani  said her client was likely to sue the comedian.  i think that s the only avenue open to her. she felt  as we did  that it s a very strong case and she was telling the truth.  she also said that the woman supplied further evidence to prosecutors that she believed strengthened her allegations. cosby emerged as one of the first black comics to have mainstream success in the us. he was a successful stand-up before hosting the children s show fat albert and the cosby kids  and starring in the cosby show  one of the biggest sitcoms of the 1980s.,entertainment
2079,horror film heads us box office a low-budget horror film produced by evil dead director sam raimi has topped the north american box office.  boogeyman  which focuses on a man who returns to his childhood home to confront his traumatic past  took $19.5m (£14.9m) in three days. last week s chart-topper  the robert de niro thriller hide and seek  fell to number four. other new entries included the wedding date  a comedy starring will and grace s debra messing  at number two.  the road-trip comedy are we there yet  and multiple oscar nominee million dollar baby completed the top five. other oscar contenders  including the aviator and sideways  continued to perform strongly at the box office. the aviator has taken $75m (£40m) so far  while sideways has taken $46.8m (£24.8m) in a more limited release.  boogeyman  which cost just $7m (£3.5m) to make  performed well even though it was not screened to critics before release - normally a sign that a film will get bad reviews or perform poorly at the box office.  i certainly believe it s a genre where people are going to be more moved by the marketing materials for the movie than by what the critics say   said rory bruer  head of distribution for sony pictures  which released the film in the us. overall the weekend box office was strong despite the fact that it was american football s super bowl weekend - a time when cinema admissions generally fall. this year  the top 12 films grossed around $91m (£48.3m)  compared to 2004 s super bowl weekend when the total box office was $73.4m (£38.9m).,entertainment
1645,spirit awards hail sideways the comedy sideways has dominated this year s independent spirit awards  winning all six of the awards for which it was nominated.  it was named best film while alexander payne won best director and best screenplay  along with writing partner jim taylor. it also won acting awards for stars paul giamatti  thomas haden church and virginia madsen. sideways is tipped to do well at sunday s oscars  with five nominations.  the awards  now in their 20th year  are given to films made outside the traditional studio system  and are traditionally held the day before the oscars. other winners included catalina sandino moreno  who took best actress for her role as a drug smuggler in the colombian drama maria full of grace. moreno is also nominated for best actress at the oscars. the best first screenplay award went to joshua marston for maria full of grace. scrubs star zach braff won the award for best first feature for garden state  which he wrote  directed and starred in. oscar-nominated euthanasia film the sea inside from spain won best foreign film  while metallica: some kind of monster was awarded best documentary. actor rodrigo de la serna took the best debut performance prize for the motorcycle diaries. the awards are voted for by the 9 000 members of the independent feature project/los angeles  which includes actors  directors  writers and other industry professionals. last year s big winner  lost in translation  went on to win the oscar for best original screenplay  for writer-director sofia coppola.,entertainment
867,south bank awards honour hit soap coronation street has become the first soap to triumph at the south bank show awards  which traditionally reward highbrow and groundbreaking culture.  the soap beat fellow itv1 show filthy love and channel 4 s shameless to win the best tv drama prize on thursday. little britain was named best comedy while franz ferdinand beat morrissey and the libertines to the music award. shane meadows  dead man s shoes picked up the best film award  beating shaun of the dead and my summer of love. the two award ceremonies reflect the achievements the industry believes have been made in the last year.  in 2004  coronation street pulled away from its bbc one rival eastenders in the ratings and dominated other tv awards. last year  the south bank award for best tv drama went to steven poliakoff s period piece the lost prince  while bloody sunday  about the 1972 killings in northern ireland  won in 2003. in other south bank categories  little britain s second series beat nighty night and the green wing to the comedy trophy while alan bennett s the history boys won in the theatre category. author david mitchell made up for losing out in the booker prize to alan hollinghurst by beating him to the literary award with his book cloud atlas. shameless  state of play and clocking off creator paul abbott got a lifetime achievement award while former grange hill actress amma asante won the breakthrough award for writing and directing her first film  a way of life.,entertainment
537,itunes now selling band aid song ipod owners can now download the band aid single from itunes after apple reached agreement with the charity.  apple had been unwilling to raise the cost of the single in line with other download services  said band aid. but the single is now on sale for 79p - the usual cost of a song from itunes - with apple donating a further 70p to the charity for each song downloaded. a copy of the original 1984 song is also available for download at 79p - with all proceeds going to the charity.  more than 72 000 copies of the new band aid single were sold on its first day of release on monday  according to sales figures. the track has become the fastest-selling single of the year so far  shifting more copies than the rest of the top 30 combined  hmv claimed. dido  robbie williams and chris martin are among those featured on the new version of do they know it s christmas   which is raising money to fight hunger in africa. if the track sold 500 000 copies  more than £1m would be raised for charity. the cd is being sold for £3.99  with hmv  virgin and woolworths all donating their profits.,entertainment
2179,hollywood ready for oscars night hollywood is preparing for the biggest night in the film world s calendar  the 77th academy awards  on sunday.  a host of stars are expected to grace the red carpet outside los angeles  kodak theatre  including johnny depp  cate blanchett and leonardo dicaprio. british actors in attendance include nominees clive owen  imelda staunton  kate winslet and director mike leigh. the aviator leads the shortlist  but critics believe the night may belong to clint eastwood s million dollar baby. a recent poll of us pundits found eastwood s boxing drama had become the new favourite to win best film over the howard hughes biopic.  if the 74-year-old does win  he will become the oldest person ever to be named best director at the ceremony. uk critics still favour the aviator for best film  but believe the best director title will generate a close fought battle between eastwood and martin scorsese.  scorsese has never won the best director prize  despite four previous nominations for films including raging bull  goodfellas and gangs of new york. eastwood has won best director once before  for unforgiven in 1993. most experts predict the twice-nominated jamie foxx will win best actor for his portrayal of singer ray charles  while vera drake star imelda staunton looks likely to lose out in the best actress field to hilary swank in million dollar baby. the uk s highest hopes remain with clive owen  who has scooped both the golden globe and the bafta for his supporting role in closer. actor and comedian chris rock will host the event  which will be broadcast with a seven-second time delay to allow censors to cut out any unsuitable content.   we have the bleep machine ready  but bleeps will be used as needed   producer gil cates told reporters. however  he added that he strongly disapproved of the growing tendency to censor live broadcasts on us tv.  he also played down fears that rock  who is known for using strong language in his stand-up routines  might cause controversy on the night. the 40-year-old comic has already promised not to swear live on air during the show.  chris has a sense of humour and everything he says is really said humorously   cates said.  you need a movie star and someone who is a stand-up comic so they can deal with the vicissitudes of the show.  security will also be tight  with police employing a system to detect sarin nerve gas.  we are pulling out all the stops   said john miller  chief of counterterrorism at the los angeles police department. the show is  a symbol of american culture and has the potential to be a high-visibility target   he added. meanwhile  organisers have erected a canopy over the red carpet following an outbreak of torrential rain in los angeles over the past week. cates said the covers would be removed if the threat of wet weather receded. details have also emerged of the contents of this year s gift bags  which are given to nominees and presenters on the night. this year s bags will include a gift certificate for a luxury beach resort  a pair of mink eyelashes and a kitchen set with a year s supply of tea and coffee. the event will be televised by the abc network from 1700 local time (0100 gmt)  and on sky movies in the uk from 0130 gmt.,entertainment
1299,angels  favourite funeral song  angels by robbie williams is the song britons would most like played at their funeral  a survey has suggested.  while the melancholy hit topped the uk poll  europeans favoured queen s more upbeat anthem the show must go on as their first choice. frank sinatra s my way was second in the uk vote with monty python s always look on the bright side of life in third place. more than 45 000 people were surveyed by digital tv station music choice.  the european chart  which included denmark  france and germany  put led zeppelin s stairway to heaven in second and ac/dc s highway to hell in third. queen s who wants to live forever was highly favoured by both uk and european voters.  both lists featured only one traditional or classic song each  with britons requesting the royal scots dragoon guards  amazing grace and their continental counterparts opting for mozart s requiem.  wanting to share your most treasured musical gem with those you re leaving behind is the perfect way to sign off and leave a lasting impression   music choice music and marketing manager simon george said.,entertainment
